id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
944,Men,Apparel,Bottomwear,Trousers,Black,Summer,2019,Formal,Men Trousers in Black
945,Men,Footwear,Footwear,Sandals,Brown,Summer,2019,Casual,Men Sandals in Brown
946,Men,Apparel,Topwear,Kurta,Navy Blue,Fall,2020,Ethnic,Men Kurta in Navy Blue
947,Men,Apparel,Bottomwear,Joggers,Beige,Fall,2020,Travel,Men Joggers in Beige
948,Men,Footwear,Footwear,Sandals,White,Fall,2020,Casual,Men Sandals in White
949,Women,Apparel,Topwear,T-shirt,Navy Blue,Summer,2015,Casual,Women T-shirt in Navy Blue
950,Women,Apparel,Bottomwear,Trousers,Beige,Summer,2015,Formal,Women Trousers in Beige
951,Women,Footwear,Footwear,Flip Flops,White,Summer,2015,Casual,Women Flip Flops in White
952,Men,Apparel,Topwear,Crop Top,Navy Blue,Summer,2015,Party,Men Crop Top in Navy Blue
953,Men,Apparel,Bottomwear,Joggers,Blue,Summer,2015,Travel,Men Joggers in Blue
954,Men,Footwear,Footwear,Heels,Grey,Summer,2015,Party,Men Heels in Grey
955,Men,Apparel,Topwear,Hoodie,Black,Monsoon,2025,Travel,Men Hoodie in Black
956,Men,Apparel,Bottomwear,Shorts,Blue,Monsoon,2025,Casual,Men Shorts in Blue
957,Men,Footwear,Footwear,Formal Shoes,Black,Monsoon,2025,Formal,Men Formal Shoes in Black
958,Men,Apparel,Topwear,Shirt,Maroon,Summer,2017,Formal,Men Shirt in Maroon
959,Men,Apparel,Bottomwear,Formal Pants,White,Summer,2017,Formal,Men Formal Pants in White
960,Men,Footwear,Footwear,Formal Shoes,Grey,Summer,2017,Formal,Men Formal Shoes in Grey
961,Men,Apparel,Topwear,Shirt,Olive,Monsoon,2017,Formal,Men Shirt in Olive
962,Men,Apparel,Bottomwear,Jeans,Beige,Monsoon,2017,Casual,Men Jeans in Beige
963,Men,Footwear,Footwear,Sneakers,Black,Monsoon,2017,Casual,Men Sneakers in Black
964,Men,Apparel,Topwear,T-shirt,Beige,Fall,2015,Casual,Men T-shirt in Beige
965,Men,Apparel,Bottomwear,Palazzo Pants,Beige,Fall,2015,Ethnic,Men Palazzo Pants in Beige
966,Men,Footwear,Footwear,Boots,Grey,Fall,2015,Travel,Men Boots in Grey
967,Women,Apparel,Topwear,Crop Top,Pastel Pink,Monsoon,2019,Party,Women Crop Top in Pastel Pink
968,Women,Apparel,Bottomwear,Palazzo Pants,Grey,Monsoon,2019,Ethnic,Women Palazzo Pants in Grey
969,Women,Footwear,Footwear,Sneakers,White,Monsoon,2019,Casual,Women Sneakers in White
970,Men,Apparel,Topwear,Shirt,Navy Blue,Winter,2022,Formal,Men Shirt in Navy Blue
971,Men,Apparel,Bottomwear,Jeans,Grey,Winter,2022,Casual,Men Jeans in Grey
972,Men,Footwear,Footwear,Formal Shoes,Black,Winter,2022,Formal,Men Formal Shoes in Black
973,Women,Apparel,Topwear,Crop Top,Navy Blue,Spring,2019,Party,Women Crop Top in Navy Blue
974,Women,Apparel,Bottomwear,Skirt,Beige,Spring,2019,Party,Women Skirt in Beige
975,Women,Footwear,Footwear,Heels,White,Spring,2019,Party,Women Heels in White
976,Women,Apparel,Topwear,Blouse,Olive,Spring,2019,Party,Women Blouse in Olive
977,Women,Apparel,Bottomwear,Woolen Trousers,Blue,Spring,2019,Travel,Women Woolen Trousers in Blue
978,Women,Footwear,Footwear,Formal Shoes,Brown,Spring,2019,Formal,Women Formal Shoes in Brown
979,Women,Apparel,Topwear,Formal Shirt,Sky Blue,Spring,2016,Formal,Women Formal Shirt in Sky Blue
980,Women,Apparel,Bottomwear,Joggers,Blue,Spring,2016,Travel,Women Joggers in Blue
981,Women,Footwear,Footwear,Formal Shoes,Grey,Spring,2016,Formal,Women Formal Shoes in Grey
982,Women,Apparel,Topwear,T-shirt,Sky Blue,Monsoon,2025,Casual,Women T-shirt in Sky Blue
983,Women,Apparel,Bottomwear,Formal Pants,Blue,Monsoon,2025,Formal,Women Formal Pants in Blue
984,Women,Footwear,Footwear,Kolhapuri Sandals,Black,Monsoon,2025,Ethnic,Women Kolhapuri Sandals in Black
985,Men,Apparel,Topwear,Blouse,Maroon,Summer,2023,Party,Men Blouse in Maroon
986,Men,Apparel,Bottomwear,Joggers,Beige,Summer,2023,Travel,Men Joggers in Beige
987,Men,Footwear,Footwear,Running Shoes,White,Summer,2023,Travel,Men Running Shoes in White
988,Women,Apparel,Topwear,Sweater,Beige,Summer,2019,Travel,Women Sweater in Beige
989,Women,Apparel,Bottomwear,Palazzo Pants,Beige,Summer,2019,Ethnic,Women Palazzo Pants in Beige
990,Women,Footwear,Footwear,Heels,Brown,Summer,2019,Party,Women Heels in Brown
991,Men,Apparel,Topwear,Formal Shirt,Navy Blue,Fall,2022,Formal,Men Formal Shirt in Navy Blue
992,Men,Apparel,Bottomwear,Jeans,White,Fall,2022,Casual,Men Jeans in White
993,Men,Footwear,Footwear,Sneakers,Brown,Fall,2022,Casual,Men Sneakers in Brown
994,Women,Apparel,Topwear,Hoodie,Navy Blue,Winter,2025,Travel,Women Hoodie in Navy Blue
995,Women,Apparel,Bottomwear,Palazzo Pants,Black,Winter,2025,Ethnic,Women Palazzo Pants in Black
996,Women,Footwear,Footwear,Boots,White,Winter,2025,Travel,Women Boots in White
997,Men,Apparel,Topwear,Hoodie,Olive,Spring,2015,Travel,Men Hoodie in Olive
998,Men,Apparel,Bottomwear,Jeans,Black,Spring,2015,Casual,Men Jeans in Black
999,Men,Footwear,Footwear,Running Shoes,Black,Spring,2015,Travel,Men Running Shoes in Black
1000,Women,Apparel,Topwear,Blouse,Pastel Pink,Fall,2020,Party,Women Blouse in Pastel Pink
1001,Women,Apparel,Bottomwear,Palazzo Pants,Olive,Fall,2020,Ethnic,Women Palazzo Pants in Olive
1002,Women,Footwear,Footwear,Flip Flops,Navy Blue,Fall,2020,Casual,Women Flip Flops in Navy Blue
1003,Women,Apparel,Topwear,Sweater,Sky Blue,Summer,2018,Travel,Women Sweater in Sky Blue
1004,Women,Apparel,Bottomwear,Woolen Trousers,White,Summer,2018,Travel,Women Woolen Trousers in White
1005,Women,Footwear,Footwear,Running Shoes,Grey,Summer,2018,Travel,Women Running Shoes in Grey
1006,Men,Apparel,Topwear,Blouse,Beige,Monsoon,2017,Party,Men Blouse in Beige
1007,Men,Apparel,Bottomwear,Joggers,White,Monsoon,2017,Travel,Men Joggers in White
1008,Men,Footwear,Footwear,Sneakers,Grey,Monsoon,2017,Casual,Men Sneakers in Grey
1009,Men,Apparel,Topwear,Crop Top,Maroon,Monsoon,2025,Party,Men Crop Top in Maroon
1010,Men,Apparel,Bottomwear,Cargo Pants,Beige,Monsoon,2025,Travel,Men Cargo Pants in Beige
1011,Men,Footwear,Footwear,Boots,Brown,Monsoon,2025,Travel,Men Boots in Brown
1012,Women,Apparel,Topwear,Crop Top,Maroon,Monsoon,2021,Party,Women Crop Top in Maroon
1013,Women,Apparel,Bottomwear,Trousers,White,Monsoon,2021,Formal,Women Trousers in White
1014,Women,Footwear,Footwear,Heels,Navy Blue,Monsoon,2021,Party,Women Heels in Navy Blue
1015,Men,Apparel,Topwear,Shirt,Beige,Spring,2023,Formal,Men Shirt in Beige
1016,Men,Apparel,Bottomwear,Shorts,Beige,Spring,2023,Casual,Men Shorts in Beige
1017,Men,Footwear,Footwear,Formal Shoes,Grey,Spring,2023,Formal,Men Formal Shoes in Grey
1018,Men,Apparel,Topwear,Shirt,Navy Blue,Spring,2024,Formal,Men Shirt in Navy Blue
1019,Men,Apparel,Bottomwear,Skirt,Blue,Spring,2024,Party,Men Skirt in Blue
1020,Men,Footwear,Footwear,Kolhapuri Sandals,Navy Blue,Spring,2024,Ethnic,Men Kolhapuri Sandals in Navy Blue
1021,Women,Apparel,Topwear,Crop Top,Maroon,Monsoon,2017,Party,Women Crop Top in Maroon
1022,Women,Apparel,Bottomwear,Formal Pants,Grey,Monsoon,2017,Formal,Women Formal Pants in Grey
1023,Women,Footwear,Footwear,Flip Flops,White,Monsoon,2017,Casual,Women Flip Flops in White
1024,Men,Apparel,Topwear,Denim Jacket,Black,Spring,2015,Travel,Men Denim Jacket in Black
1025,Men,Apparel,Bottomwear,Palazzo Pants,Blue,Spring,2015,Ethnic,Men Palazzo Pants in Blue
1026,Men,Footwear,Footwear,Sneakers,Grey,Spring,2015,Casual,Men Sneakers in Grey
1027,Women,Apparel,Topwear,Kurta,Beige,Monsoon,2016,Ethnic,Women Kurta in Beige
1028,Women,Apparel,Bottomwear,Skirt,Grey,Monsoon,2016,Party,Women Skirt in Grey
1029,Women,Footwear,Footwear,Running Shoes,White,Monsoon,2016,Travel,Women Running Shoes in White
1030,Men,Apparel,Topwear,Sweater,Beige,Spring,2020,Travel,Men Sweater in Beige
1031,Men,Apparel,Bottomwear,Formal Pants,Blue,Spring,2020,Formal,Men Formal Pants in Blue
1032,Men,Footwear,Footwear,Flip Flops,Navy Blue,Spring,2020,Casual,Men Flip Flops in Navy Blue
1033,Women,Apparel,Topwear,Kurta,Olive,Winter,2019,Ethnic,Women Kurta in Olive
1034,Women,Apparel,Bottomwear,Skirt,Black,Winter,2019,Party,Women Skirt in Black
1035,Women,Footwear,Footwear,Flip Flops,Black,Winter,2019,Casual,Women Flip Flops in Black
1036,Women,Apparel,Topwear,Crop Top,Sky Blue,Spring,2016,Party,Women Crop Top in Sky Blue
1037,Women,Apparel,Bottomwear,Cargo Pants,White,Spring,2016,Travel,Women Cargo Pants in White
1038,Women,Footwear,Footwear,Sandals,White,Spring,2016,Casual,Women Sandals in White
1039,Women,Apparel,Topwear,Sweater,Navy Blue,Spring,2020,Travel,Women Sweater in Navy Blue
1040,Women,Apparel,Bottomwear,Formal Pants,Black,Spring,2020,Formal,Women Formal Pants in Black
1041,Women,Footwear,Footwear,Formal Shoes,White,Spring,2020,Formal,Women Formal Shoes in White
1042,Men,Apparel,Topwear,Kurta,Olive,Summer,2024,Ethnic,Men Kurta in Olive
1043,Men,Apparel,Bottomwear,Joggers,Grey,Summer,2024,Travel,Men Joggers in Grey
1044,Men,Footwear,Footwear,Boots,Brown,Summer,2024,Travel,Men Boots in Brown
1045,Women,Apparel,Topwear,Shirt,Maroon,Spring,2024,Formal,Women Shirt in Maroon
1046,Women,Apparel,Bottomwear,Joggers,Beige,Spring,2024,Travel,Women Joggers in Beige
1047,Women,Footwear,Footwear,Flip Flops,Grey,Spring,2024,Casual,Women Flip Flops in Grey
1048,Women,Apparel,Topwear,Crop Top,Sky Blue,Winter,2023,Party,Women Crop Top in Sky Blue
1049,Women,Apparel,Bottomwear,Jeans,Olive,Winter,2023,Casual,Women Jeans in Olive
1050,Women,Footwear,Footwear,Flip Flops,Navy Blue,Winter,2023,Casual,Women Flip Flops in Navy Blue
1051,Women,Apparel,Topwear,Kurta,Olive,Monsoon,2015,Ethnic,Women Kurta in Olive
1052,Women,Apparel,Bottomwear,Formal Pants,Olive,Monsoon,2015,Formal,Women Formal Pants in Olive
1053,Women,Footwear,Footwear,Running Shoes,White,Monsoon,2015,Travel,Women Running Shoes in White
1054,Men,Apparel,Topwear,Denim Jacket,Pastel Pink,Winter,2022,Travel,Men Denim Jacket in Pastel Pink
1055,Men,Apparel,Bottomwear,Jeans,Grey,Winter,2022,Casual,Men Jeans in Grey
1056,Men,Footwear,Footwear,Heels,Brown,Winter,2022,Party,Men Heels in Brown
1057,Men,Apparel,Topwear,Shirt,Sky Blue,Spring,2022,Formal,Men Shirt in Sky Blue
1058,Men,Apparel,Bottomwear,Formal Pants,Olive,Spring,2022,Formal,Men Formal Pants in Olive
1059,Men,Footwear,Footwear,Heels,Grey,Spring,2022,Party,Men Heels in Grey
1060,Women,Apparel,Topwear,Shirt,Sky Blue,Monsoon,2015,Formal,Women Shirt in Sky Blue
1061,Women,Apparel,Bottomwear,Shorts,Black,Monsoon,2015,Casual,Women Shorts in Black
1062,Women,Footwear,Footwear,Formal Shoes,Grey,Monsoon,2015,Formal,Women Formal Shoes in Grey
1063,Men,Apparel,Topwear,Sweater,Sky Blue,Spring,2018,Travel,Men Sweater in Sky Blue
1064,Men,Apparel,Bottomwear,Skirt,Grey,Spring,2018,Party,Men Skirt in Grey
1065,Men,Footwear,Footwear,Running Shoes,Navy Blue,Spring,2018,Travel,Men Running Shoes in Navy Blue
1066,Men,Apparel,Topwear,T-shirt,White,Summer,2017,Casual,Men T-shirt in White
1067,Men,Apparel,Bottomwear,Skirt,Blue,Summer,2017,Party,Men Skirt in Blue
1068,Men,Footwear,Footwear,Sandals,Grey,Summer,2017,Casual,Men Sandals in Grey
1069,Men,Apparel,Topwear,Blouse,Navy Blue,Spring,2017,Party,Men Blouse in Navy Blue
1070,Men,Apparel,Bottomwear,Formal Pants,White,Spring,2017,Formal,Men Formal Pants in White
1071,Men,Footwear,Footwear,Boots,Black,Spring,2017,Travel,Men Boots in Black
1072,Women,Apparel,Topwear,Crop Top,Maroon,Spring,2024,Party,Women Crop Top in Maroon
1073,Women,Apparel,Bottomwear,Jeans,Black,Spring,2024,Casual,Women Jeans in Black
1074,Women,Footwear,Footwear,Boots,Navy Blue,Spring,2024,Travel,Women Boots in Navy Blue
1075,Men,Apparel,Topwear,Blouse,Pastel Pink,Monsoon,2025,Party,Men Blouse in Pastel Pink
1076,Men,Apparel,Bottomwear,Woolen Trousers,Olive,Monsoon,2025,Travel,Men Woolen Trousers in Olive
1077,Men,Footwear,Footwear,Formal Shoes,Grey,Monsoon,2025,Formal,Men Formal Shoes in Grey
1078,Men,Apparel,Topwear,Hoodie,Navy Blue,Spring,2023,Travel,Men Hoodie in Navy Blue
1079,Men,Apparel,Bottomwear,Jeans,Beige,Spring,2023,Casual,Men Jeans in Beige
1080,Men,Footwear,Footwear,Flip Flops,White,Spring,2023,Casual,Men Flip Flops in White
1081,Men,Apparel,Topwear,Hoodie,White,Fall,2017,Travel,Men Hoodie in White
1082,Men,Apparel,Bottomwear,Woolen Trousers,Blue,Fall,2017,Travel,Men Woolen Trousers in Blue
1083,Men,Footwear,Footwear,Sandals,White,Fall,2017,Casual,Men Sandals in White
1084,Men,Apparel,Topwear,Shirt,Sky Blue,Monsoon,2017,Formal,Men Shirt in Sky Blue
1085,Men,Apparel,Bottomwear,Shorts,Blue,Monsoon,2017,Casual,Men Shorts in Blue
1086,Men,Footwear,Footwear,Sandals,Brown,Monsoon,2017,Casual,Men Sandals in Brown
1087,Men,Apparel,Topwear,Blouse,Sky Blue,Winter,2025,Party,Men Blouse in Sky Blue
1088,Men,Apparel,Bottomwear,Woolen Trousers,Grey,Winter,2025,Travel,Men Woolen Trousers in Grey
1089,Men,Footwear,Footwear,Sandals,Grey,Winter,2025,Casual,Men Sandals in Grey
1090,Women,Apparel,Topwear,Sweater,Maroon,Fall,2015,Travel,Women Sweater in Maroon
1091,Women,Apparel,Bottomwear,Cargo Pants,Grey,Fall,2015,Travel,Women Cargo Pants in Grey
1092,Women,Footwear,Footwear,Running Shoes,Brown,Fall,2015,Travel,Women Running Shoes in Brown
1093,Men,Apparel,Topwear,Kurta,Black,Fall,2021,Ethnic,Men Kurta in Black
1094,Men,Apparel,Bottomwear,Jeans,Beige,Fall,2021,Casual,Men Jeans in Beige
1095,Men,Footwear,Footwear,Kolhapuri Sandals,Black,Fall,2021,Ethnic,Men Kolhapuri Sandals in Black
1096,Women,Apparel,Topwear,T-shirt,Olive,Monsoon,2019,Casual,Women T-shirt in Olive
1097,Women,Apparel,Bottomwear,Palazzo Pants,Beige,Monsoon,2019,Ethnic,Women Palazzo Pants in Beige
1098,Women,Footwear,Footwear,Sneakers,Navy Blue,Monsoon,2019,Casual,Women Sneakers in Navy Blue
1099,Women,Apparel,Topwear,Blouse,Olive,Winter,2017,Party,Women Blouse in Olive
1100,Women,Apparel,Bottomwear,Skirt,White,Winter,2017,Party,Women Skirt in White
1101,Women,Footwear,Footwear,Flip Flops,Brown,Winter,2017,Casual,Women Flip Flops in Brown
1102,Women,Apparel,Topwear,Kurta,Black,Spring,2022,Ethnic,Women Kurta in Black
1103,Women,Apparel,Bottomwear,Shorts,Grey,Spring,2022,Casual,Women Shorts in Grey
1104,Women,Footwear,Footwear,Kolhapuri Sandals,Black,Spring,2022,Ethnic,Women Kolhapuri Sandals in Black
1105,Men,Apparel,Topwear,Hoodie,Olive,Monsoon,2020,Travel,Men Hoodie in Olive
1106,Men,Apparel,Bottomwear,Trousers,Beige,Monsoon,2020,Formal,Men Trousers in Beige
1107,Men,Footwear,Footwear,Sandals,Grey,Monsoon,2020,Casual,Men Sandals in Grey
1108,Men,Apparel,Topwear,T-shirt,Pastel Pink,Monsoon,2015,Casual,Men T-shirt in Pastel Pink
1109,Men,Apparel,Bottomwear,Cargo Pants,Black,Monsoon,2015,Travel,Men Cargo Pants in Black
1110,Men,Footwear,Footwear,Formal Shoes,Brown,Monsoon,2015,Formal,Men Formal Shoes in Brown
1111,Men,Apparel,Topwear,T-shirt,Black,Monsoon,2018,Casual,Men T-shirt in Black
1112,Men,Apparel,Bottomwear,Palazzo Pants,Black,Monsoon,2018,Ethnic,Men Palazzo Pants in Black
1113,Men,Footwear,Footwear,Boots,Grey,Monsoon,2018,Travel,Men Boots in Grey
1114,Women,Apparel,Topwear,Sweater,Sky Blue,Monsoon,2017,Travel,Women Sweater in Sky Blue
1115,Women,Apparel,Bottomwear,Cargo Pants,Grey,Monsoon,2017,Travel,Women Cargo Pants in Grey
1116,Women,Footwear,Footwear,Sandals,Navy Blue,Monsoon,2017,Casual,Women Sandals in Navy Blue
1117,Men,Apparel,Topwear,Sweater,Sky Blue,Winter,2022,Travel,Men Sweater in Sky Blue
1118,Men,Apparel,Bottomwear,Trousers,Blue,Winter,2022,Formal,Men Trousers in Blue
1119,Men,Footwear,Footwear,Kolhapuri Sandals,Brown,Winter,2022,Ethnic,Men Kolhapuri Sandals in Brown
1120,Women,Apparel,Topwear,T-shirt,Olive,Spring,2025,Casual,Women T-shirt in Olive
1121,Women,Apparel,Bottomwear,Palazzo Pants,Grey,Spring,2025,Ethnic,Women Palazzo Pants in Grey
1122,Women,Footwear,Footwear,Heels,Navy Blue,Spring,2025,Party,Women Heels in Navy Blue
1123,Women,Apparel,Topwear,Kurta,White,Winter,2024,Ethnic,Women Kurta in White
1124,Women,Apparel,Bottomwear,Trousers,Grey,Winter,2024,Formal,Women Trousers in Grey
1125,Women,Footwear,Footwear,Kolhapuri Sandals,Black,Winter,2024,Ethnic,Women Kolhapuri Sandals in Black
1126,Men,Apparel,Topwear,Sweater,Pastel Pink,Fall,2015,Travel,Men Sweater in Pastel Pink
1127,Men,Apparel,Bottomwear,Jeans,Olive,Fall,2015,Casual,Men Jeans in Olive
1128,Men,Footwear,Footwear,Sneakers,Brown,Fall,2015,Casual,Men Sneakers in Brown
1129,Women,Apparel,Topwear,Blouse,Beige,Winter,2023,Party,Women Blouse in Beige
1130,Women,Apparel,Bottomwear,Woolen Trousers,Blue,Winter,2023,Travel,Women Woolen Trousers in Blue
1131,Women,Footwear,Footwear,Sandals,Brown,Winter,2023,Casual,Women Sandals in Brown
1132,Women,Apparel,Topwear,Denim Jacket,Maroon,Monsoon,2022,Travel,Women Denim Jacket in Maroon
1133,Women,Apparel,Bottomwear,Skirt,Black,Monsoon,2022,Party,Women Skirt in Black
1134,Women,Footwear,Footwear,Boots,Grey,Monsoon,2022,Travel,Women Boots in Grey
1135,Women,Apparel,Topwear,T-shirt,Olive,Summer,2016,Casual,Women T-shirt in Olive
1136,Women,Apparel,Bottomwear,Jeans,Olive,Summer,2016,Casual,Women Jeans in Olive
1137,Women,Footwear,Footwear,Kolhapuri Sandals,Navy Blue,Summer,2016,Ethnic,Women Kolhapuri Sandals in Navy Blue
1138,Women,Apparel,Topwear,Denim Jacket,Pastel Pink,Fall,2022,Travel,Women Denim Jacket in Pastel Pink
1139,Women,Apparel,Bottomwear,Woolen Trousers,Beige,Fall,2022,Travel,Women Woolen Trousers in Beige
1140,Women,Footwear,Footwear,Sandals,Navy Blue,Fall,2022,Casual,Women Sandals in Navy Blue
1141,Men,Apparel,Topwear,Crop Top,Olive,Spring,2023,Party,Men Crop Top in Olive
1142,Men,Apparel,Bottomwear,Cargo Pants,Black,Spring,2023,Travel,Men Cargo Pants in Black
1143,Men,Footwear,Footwear,Sneakers,Black,Spring,2023,Casual,Men Sneakers in Black
1144,Men,Apparel,Topwear,Crop Top,Pastel Pink,Summer,2024,Party,Men Crop Top in Pastel Pink
1145,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2024,Formal,Men Trousers in Grey
1146,Men,Footwear,Footwear,Formal Shoes,Black,Summer,2024,Formal,Men Formal Shoes in Black
1147,Women,Apparel,Topwear,Shirt,Navy Blue,Fall,2018,Formal,Women Shirt in Navy Blue
1148,Women,Apparel,Bottomwear,Shorts,Grey,Fall,2018,Casual,Women Shorts in Grey
1149,Women,Footwear,Footwear,Flip Flops,Grey,Fall,2018,Casual,Women Flip Flops in Grey
1150,Women,Apparel,Topwear,Formal Shirt,White,Spring,2015,Formal,Women Formal Shirt in White
1151,Women,Apparel,Bottomwear,Formal Pants,Olive,Spring,2015,Formal,Women Formal Pants in Olive
1152,Women,Footwear,Footwear,Formal Shoes,Navy Blue,Spring,2015,Formal,Women Formal Shoes in Navy Blue
1153,Women,Apparel,Topwear,Sweater,White,Summer,2017,Travel,Women Sweater in White
1154,Women,Apparel,Bottomwear,Shorts,Grey,Summer,2017,Casual,Women Shorts in Grey
1155,Women,Footwear,Footwear,Formal Shoes,Navy Blue,Summer,2017,Formal,Women Formal Shoes in Navy Blue
1156,Men,Apparel,Topwear,Shirt,Navy Blue,Fall,2018,Formal,Men Shirt in Navy Blue
1157,Men,Apparel,Bottomwear,Jeans,White,Fall,2018,Casual,Men Jeans in White
1158,Men,Footwear,Footwear,Kolhapuri Sandals,Brown,Fall,2018,Ethnic,Men Kolhapuri Sandals in Brown
1159,Men,Apparel,Topwear,T-shirt,Maroon,Monsoon,2016,Casual,Men T-shirt in Maroon
1160,Men,Apparel,Bottomwear,Formal Pants,Beige,Monsoon,2016,Formal,Men Formal Pants in Beige
1161,Men,Footwear,Footwear,Sneakers,Brown,Monsoon,2016,Casual,Men Sneakers in Brown
1162,Women,Apparel,Topwear,Sweater,Beige,Fall,2022,Travel,Women Sweater in Beige
1163,Women,Apparel,Bottomwear,Cargo Pants,White,Fall,2022,Travel,Women Cargo Pants in White
1164,Women,Footwear,Footwear,Sandals,Black,Fall,2022,Casual,Women Sandals in Black
1165,Men,Apparel,Topwear,Hoodie,Navy Blue,Spring,2023,Travel,Men Hoodie in Navy Blue
1166,Men,Apparel,Bottomwear,Cargo Pants,White,Spring,2023,Travel,Men Cargo Pants in White
1167,Men,Footwear,Footwear,Kolhapuri Sandals,Black,Spring,2023,Ethnic,Men Kolhapuri Sandals in Black
1168,Women,Apparel,Topwear,Blouse,Sky Blue,Fall,2018,Party,Women Blouse in Sky Blue
1169,Women,Apparel,Bottomwear,Jeans,Black,Fall,2018,Casual,Women Jeans in Black
1170,Women,Footwear,Footwear,Sneakers,Navy Blue,Fall,2018,Casual,Women Sneakers in Navy Blue
1171,Women,Apparel,Topwear,Denim Jacket,Olive,Monsoon,2015,Travel,Women Denim Jacket in Olive
1172,Women,Apparel,Bottomwear,Woolen Trousers,Olive,Monsoon,2015,Travel,Women Woolen Trousers in Olive
1173,Women,Footwear,Footwear,Kolhapuri Sandals,Grey,Monsoon,2015,Ethnic,Women Kolhapuri Sandals in Grey
1174,Women,Apparel,Topwear,Crop Top,Beige,Summer,2019,Party,Women Crop Top in Beige
1175,Women,Apparel,Bottomwear,Jeans,Olive,Summer,2019,Casual,Women Jeans in Olive
1176,Women,Footwear,Footwear,Boots,White,Summer,2019,Travel,Women Boots in White
1177,Women,Apparel,Topwear,Sweater,Pastel Pink,Winter,2025,Travel,Women Sweater in Pastel Pink
1178,Women,Apparel,Bottomwear,Palazzo Pants,Beige,Winter,2025,Ethnic,Women Palazzo Pants in Beige
1179,Women,Footwear,Footwear,Sneakers,Grey,Winter,2025,Casual,Women Sneakers in Grey
1180,Men,Apparel,Topwear,Denim Jacket,Maroon,Spring,2016,Travel,Men Denim Jacket in Maroon
1181,Men,Apparel,Bottomwear,Cargo Pants,Blue,Spring,2016,Travel,Men Cargo Pants in Blue
1182,Men,Footwear,Footwear,Boots,White,Spring,2016,Travel,Men Boots in White
1183,Men,Apparel,Topwear,Shirt,Black,Fall,2025,Formal,Men Shirt in Black
1184,Men,Apparel,Bottomwear,Formal Pants,Beige,Fall,2025,Formal,Men Formal Pants in Beige
1185,Men,Footwear,Footwear,Flip Flops,Brown,Fall,2025,Casual,Men Flip Flops in Brown
1186,Women,Apparel,Topwear,Hoodie,Pastel Pink,Fall,2018,Travel,Women Hoodie in Pastel Pink
1187,Women,Apparel,Bottomwear,Cargo Pants,Beige,Fall,2018,Travel,Women Cargo Pants in Beige
